id,name,acronym,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure
205,"retriculospinal tract, lateral part",rstl,591,855,retriculospinal tract,rst,0
213,"retriculospinal tract, medial part",rstm,592,855,retriculospinal tract,rst,0
941,vestibulospinal pathway,vsp,683,1000,extrapyramidal fiber systems,eps,0
991,medial forebrain bundle system,mfbs,689,1009,fiber tracts,fiber tracts,0
768,cerebrum related,mfbc,661,991,medial forebrain bundle system,mfbs,0
884,amygdalar capsule,amc,534,768,cerebrum related,mfbc,17554
892,ansa peduncularis,apd,535,768,cerebrum related,mfbc,0
908,"anterior commissure, temporal limb",act,537,768,cerebrum related,mfbc,22936
940,cingulum bundle,cing,541,768,cerebrum related,mfbc,106317
1099,fornix system,fxs,561,768,cerebrum related,mfbc,0
466,alveus,alv,482,1099,fornix system,fxs,144504
530,dorsal fornix,df,490,1099,fornix system,fxs,3837
603,fimbria,fi,499,1099,fornix system,fxs,191936
745,"precommissural fornix, general",fxprg,517,1099,fornix system,fxs,0
420,precommissural fornix diagonal band,db,476,745,"precommissural fornix, general",fxprg,0
737,postcommissural fornix,fxpo,516,1099,fornix system,fxs,0
428,medial corticohypothalamic tract,mct,477,737,postcommissural fornix,fxpo,883
436,columns of the fornix,fx,478,737,postcommissural fornix,fxpo,28969
618,hippocampal commissures,hc,501,1099,fornix system,fxs,0
443,dorsal hippocampal commissure,dhc,479,618,hippocampal commissures,hc,85700
449,ventral hippocampal commissure,vhc,480,618,hippocampal commissures,hc,7051
713,perforant path,per,513,1099,fornix system,fxs,0
474,angular path,ab,483,1099,fornix system,fxs,0
37,longitudinal association bundle,lab,570,768,cerebrum related,mfbc,0
301,stria terminalis,st,603,768,cerebrum related,mfbc,34603
484682528,commissural branch of stria terminalis,stc,,301,stria terminalis,st,519285
824,hypothalamus related,mfsbshy,668,991,medial forebrain bundle system,mfbs,0
54,medial forebrain bundle,mfb,572,824,hypothalamus related,mfsbshy,4433
405,ventrolateral hypothalamic tract,vlt,616,824,hypothalamus related,mfsbshy,0
174,preoptic commissure,poc,587,824,hypothalamus related,mfsbshy,0
349,supraoptic commissures,sup,609,824,hypothalamus related,mfsbshy,2426
817,"supraoptic commissures, anterior",supa,526,349,supraoptic commissures,sup,0
825,"supraoptic commissures, dorsal",supd,527,349,supraoptic commissures,sup,0
833,"supraoptic commissures, ventral",supv,528,349,supraoptic commissures,sup,0
166,premammillary commissure,pmx,586,824,hypothalamus related,mfsbshy,0
341,supramammillary decussation,smd,608,824,hypothalamus related,mfsbshy,0
182,propriohypothalamic pathways,php,588,824,hypothalamus related,mfsbshy,0
762,"propriohypothalamic pathways, dorsal",phpd,519,182,propriohypothalamic pathways,php,0
770,"propriohypothalamic pathways, lateral",phpl,520,182,propriohypothalamic pathways,php,0
779,"propriohypothalamic pathways, medial",phpm,521,182,propriohypothalamic pathways,php,0
787,"propriohypothalamic pathways, ventral",phpv,522,182,propriohypothalamic pathways,php,0
150,periventricular bundle of the hypothalamus,pvbh,584,824,hypothalamus related,mfsbshy,0
46,mammillary related,mfbsma,571,824,hypothalamus related,mfsbshy,0
753,principal mammillary tract,pm,518,46,mammillary related,mfbsma,3201
690,mammillothalamic tract,mtt,510,46,mammillary related,mfbsma,12344
681,mammillotegmental tract,mtg,509,46,mammillary related,mfbsma,6623
673,mammillary peduncle,mp,508,46,mammillary related,mfbsma,3274
1068,dorsal thalamus related,mfbst,557,824,hypothalamus related,mfsbshy,0
722,periventricular bundle of the thalamus,pvbt,514,1068,dorsal thalamus related,mfbst,0
1083,epithalamus related,mfbse,559,824,hypothalamus related,mfsbshy,0
802,stria medullaris,sm,524,1083,epithalamus related,mfbse,33302
595,fasciculus retroflexus,fr,498,1083,epithalamus related,mfbse,14174
611,habenular commissure,hbc,500,1083,epithalamus related,mfbse,5644
730,pineal stalk,PIS,515,1083,epithalamus related,mfbse,0
70,midbrain related,mfbsm,574,824,hypothalamus related,mfsbshy,0
547,dorsal longitudinal fascicle,dlf,492,70,midbrain related,mfbsm,0
563,dorsal tegmental tract,dtt,494,70,midbrain related,mfbsm,0
73,ventricular systems,VS,716,997,root,root,27585
81,lateral ventricle,VL,717,73,ventricular systems,VS,284583
89,rhinocele,RC,718,81,lateral ventricle,VL,0
98,subependymal zone,SEZ,719,81,lateral ventricle,VL,15548
108,choroid plexus,chpl,720,81,lateral ventricle,VL,173376
116,choroid fissure,chfl,721,81,lateral ventricle,VL,0
124,interventricular foramen,IVF,722,73,ventricular systems,VS,0
129,third ventricle,V3,723,73,ventricular systems,VS,109193
140,cerebral aqueduct,AQ,724,73,ventricular systems,VS,45230
145,fourth ventricle,V4,725,73,ventricular systems,VS,61822
153,lateral recess,V4r,726,145,fourth ventricle,V4,40784
164,"central canal, spinal cord/medulla",c,727,73,ventricular systems,VS,53
1024,grooves,grv,693,997,root,root,0
1032,grooves of the cerebral cortex,grv of CTX,694,1024,grooves,grv,0
1055,endorhinal groove,eg,697,1032,grooves of the cerebral cortex,grv of CTX,0
1063,hippocampal fissure,hf,698,1032,grooves of the cerebral cortex,grv of CTX,0
1071,rhinal fissure,rf,699,1032,grooves of the cerebral cortex,grv of CTX,0
1078,rhinal incisure,ri,700,1032,grooves of the cerebral cortex,grv of CTX,0
1040,grooves of the cerebellar cortex,grv of CBX,695,1024,grooves,grv,0
1087,precentral fissure,pce,701,1040,grooves of the cerebellar cortex,grv of CBX,0
1095,preculminate fissure,pcf,702,1040,grooves of the cerebellar cortex,grv of CBX,0
1103,primary fissure,pri,703,1040,grooves of the cerebellar cortex,grv of CBX,0
1112,posterior superior fissure,psf,704,1040,grooves of the cerebellar cortex,grv of CBX,0
1119,prepyramidal fissure,ppf,705,1040,grooves of the cerebellar cortex,grv of CBX,0
3,secondary fissure,sec,707,1040,grooves of the cerebellar cortex,grv of CBX,0
11,posterolateral fissure,plf,708,1040,grooves of the cerebellar cortex,grv of CBX,0
18,nodular fissure,nf,709,1040,grooves of the cerebellar cortex,grv of CBX,0
25,simplex fissure,sif,710,1040,grooves of the cerebellar cortex,grv of CBX,0
34,intercrural fissure,icf,711,1040,grooves of the cerebellar cortex,grv of CBX,0
43,ansoparamedian fissure,apf,712,1040,grooves of the cerebellar cortex,grv of CBX,0
49,intraparafloccular fissure,ipf,713,1040,grooves of the cerebellar cortex,grv of CBX,0
57,paramedian sulcus,pms,714,1040,grooves of the cerebellar cortex,grv of CBX,0
65,parafloccular sulcus,pfs,715,1040,grooves of the cerebellar cortex,grv of CBX,0
624,Interpeduncular fossa,IPF,926,1024,grooves,grv,0
304325711,retina,retina,,997,root,root,0
182305696,"Primary somatosensory area, unassigned, layer 1,2,3",SSp-un1,,182305689,"Primary somatosensory area, unassigned",SSp-un,54387
182305712,"Primary somatosensory area, unassigned, layer 4,5,6",SSp-un4,,182305689,"Primary somatosensory area, unassigned",SSp-un,55527
